1548151385036,-0.47378418,0.35553026,-0.8012041,64.3038,64.3038,-155.814,-29.02405
1548151385192,-0.4658496,0.3561406,-0.7977251,64.30531,64.30531,-155.81227,-29.030935
1548151385214,-0.46920654,0.36285448,-0.80688035,64.29517,64.29517,-155.80278,-29.004414
1548151385237,-0.4656665,0.35485888,-0.8104814,64.31634,64.31634,-155.7372,-28.990381
1548151385270,-0.47457764,0.35754442,-0.8109087,64.373604,64.373604,-155.70126,-28.959312
1548151385303,-0.47732422,0.35534716,-0.7980913,64.4126,64.4126,-155.68161,-28.943262
1548151385339,-0.4444873,0.35858202,-0.794063,64.44426,64.44426,-155.62617,-28.91839
1548151385382,-0.45065185,0.36846972,-0.7880815,64.54403,64.54403,-155.48811,-28.845076
1548151385428,-0.44772217,0.36267138,-0.7730669,64.69578,64.69578,-155.26025,-28.756144
1548151385462,-0.4383838,0.36975145,-0.7540239,64.857574,64.857574,-154.89613,-28.63385
1548151385506,-0.4280078,0.39074755,-0.7776445,65.08455,65.08455,-154.31711,-28.349604
1548151385551,-0.461333,0.39990282,-0.79973924,65.306076,65.306076,-153.7245,-27.774185
1548151385586,-0.4424121,0.40069628,-0.8180498,65.55659,65.55659,-153.11699,-27.424469
1548151385641,-0.46517822,0.40411425,-0.8038286,65.82048,65.82048,-152.5703,-27.074919
1548151385664,-0.461333,0.4090581,-0.788936,66.08683,66.08683,-151.99016,-26.870884
1548151385708,-0.43917724,0.42822313,-0.778499,66.315,66.315,-151.33246,-26.794106
1548151385777,-0.4436328,0.44824266,-0.78081834,66.44514,66.44514,-150.68541,-26.570196
1548151385799,-0.45443603,0.454041,-0.7741045,66.517166,66.517166,-150.07466,-26.368938
1548151385832,-0.43905517,0.45758104,-0.7977861,66.52082,66.52082,-149.45816,-26.266851
1548151385901,-0.45138428,0.46313524,-0.7870439,66.463295,66.463295,-148.96346,-26.10703
1548151385924,-0.42031738,0.466187,-0.80804,66.38987,66.38987,-148.51575,-26.050499
1548151385969,-0.4401538,0.47021532,-0.81866014,66.31386,66.31386,-148.24634,-25.916527
1548151386012,-0.43618652,0.46875048,-0.84490526,66.28389,66.28389,-148.20288,-25.888996
1548151386035,-0.47213623,0.47009325,-0.84698045,66.225235,66.225235,-148.43822,-25.842066
1548151386070,-0.48556396,0.46368456,-0.8577837,66.06705,66.06705,-149.03789,-25.976639
1548151386114,-0.51345706,0.4688115,-0.856624,65.81033,65.81033,-150.09547,-26.309053
1548151386159,-0.5124805,0.4431157,-0.8616289,65.40982,65.40982,-151.50989,-26.789965
1548151386192,-0.5105274,0.4127202,-0.8579668,64.874146,64.874146,-153.3161,-27.403254
1548151386249,-0.48672363,0.37890673,-0.8262285,64.265274,64.265274,-155.31285,-28.258232
1548151386272,-0.504668,0.34472704,-0.827083,63.534874,63.534874,-157.51857,-29.103983
1548151386316,-0.4845874,0.32128954,-0.8926958,62.741035,62.741035,-159.79065,-30.113285
1548151386362,-0.5121143,0.26580858,-0.82732713,61.9652,61.9652,-162.34682,-30.979355
1548151386395,-0.4878833,0.2323003,-0.854915,61.236465,61.236465,-165.02563,-31.960957
1548151386464,-0.49557373,0.20544483,-0.8741411,60.590446,60.590446,-167.78389,-32.82999
1548151386487,-0.5074756,0.14660694,-0.8246416,60.07574,60.07574,-170.6206,-33.656612
1548151386542,-0.4955127,0.108704105,-0.8153032,59.69565,59.69565,-173.39476,-34.41469
1548151386565,-0.52822757,0.06451465,-0.7659868,59.4516,59.4516,-176.05388,-34.82357
1548151386598,-0.5039356,0.04241992,-0.80077684,59.31724,59.31724,-178.45985,-35.163216
1548151386643,-0.5599048,0.009521972,-0.78167284,59.285694,59.285694,179.33356,-35.321983
1548151386677,-0.5591724,-0.022094239,-0.7925371,59.25962,59.25962,177.3559,-35.68169
1548151386721,-0.5702808,-0.0565791,-0.7833208,59.262096,59.262096,175.59691,-35.94992
1548151386766,-0.6091602,-0.07720898,-0.7793535,59.246452,59.246452,173.93703,-36.248375
1548151386811,-0.5569751,-0.11541699,-0.7867998,59.12045,59.12045,172.36339,-36.797382
1548151386845,-0.59969974,-0.116210446,-0.7990068,59.016865,59.016865,170.83388,-36.878536
1548151386880,-0.5843189,-0.14508007,-0.7949785,58.8917,58.8917,169.36703,-37.012947
1548151386924,-0.5944507,-0.16534375,-0.7991289,58.764782,58.764782,167.8949,-36.96318
1548151386969,-0.57473636,-0.18615673,-0.8021196,58.639977,58.639977,166.45483,-36.921932
1548151387002,-0.5837085,-0.21240185,-0.7777666,58.561058,58.561058,164.99756,-36.724815
1548151387047,-0.5831592,-0.23791455,-0.78930223,58.51434,58.51434,163.54234,-36.62192
1548151387083,-0.5873096,-0.25146437,-0.7475542,58.513317,58.513317,162.09843,-36.643227
1548151387127,-0.5787647,-0.26843214,-0.7588457,58.482307,58.482307,160.70547,-36.707687
1548151387205,-0.58407474,-0.2885127,-0.70702684,58.47618,58.47618,159.40184,-36.73393
1548151387229,-0.5694263,-0.29833937,-0.7347368,58.408733,58.408733,158.18175,-36.96798
1548151387251,-0.5787647,-0.304626,-0.7412065,58.363094,58.363094,157.17416,-36.916576
1548151387306,-0.60543704,-0.33013868,-0.73986375,58.31413,58.31413,156.21338,-36.861088
1548151387333,-0.5699756,-0.3508296,-0.73034227,58.206524,58.206524,155.22273,-37.049946
1548151387409,-0.60513186,-0.35351515,-0.7208208,58.19835,58.19835,154.34468,-36.937733
1548151387453,-0.5953052,-0.36358595,-0.74035203,58.157074,58.157074,153.40791,-37.015205
1548151387477,-0.5848682,-0.37353468,-0.72472703,58.12475,58.12475,152.43974,-37.09413
1548151387499,-0.59780765,-0.38915968,-0.7262529,122.68696,122.68696,151.44275,-37.115887
1548151387532,-0.59402347,-0.393188,-0.70946825,124.15089,124.15089,150.38748,-37.2456
1548151387576,-0.5937793,-0.41693068,-0.69420946,125.38808,125.38808,149.27724,-37.502834
1548151387610,-0.59902835,-0.42370558,-0.65099657,126.49235,126.49235,148.19064,-37.754406
1548151387655,-0.6059253,-0.43841505,-0.65758836,127.29495,127.29495,147.16414,-38.052654
1548151387700,-0.59017825,-0.45001173,-0.63653123,128.0313,128.0313,146.20552,-38.28798
1548151387734,-0.61312747,-0.46075392,-0.63653123,129.14978,129.14978,145.3868,-38.249397
1548151387779,-0.5956104,-0.45458937,-0.6312822,129.93036,129.93036,144.55237,-38.356647
1548151387812,-0.60269046,-0.46356153,-0.6444658,130.798,130.798,143.83704,-38.349533
